CloudStorage	1631.482585	206.2475154
Compression	1789.9434	461.7214509
Database	1629.935776	235.5642727
Encoding	1806.515568	313.4439361
Install	1558.801862	250.8550925
WebSurfing	1479.494346	210.454386
Wannacry	1846.847737	363.055565
P2PDown	1602.791141	229.3665129
Data\wiping	1526.420338	237.4814083
Play\Movie	1519.654783	186.6703982
IOStress	1561.370736	186.3480429
OutlookSync	1563.927896	171.2329869
