CloudStorage	631.4733894	128.8205719
Compression	569.4630223	141.0802856
Database	671.681554	144.5575439
Video\Encode	597.1364215	190.1793037
Install	601.3997883	178.9880327
WebSurfing	625.9686188	134.6780945
Wannacry	596.438094	176.9021221
P2PDown	669.3533688	98.50860185
Data\Wiping	673.3838957	185.0520629
Video\Decode	671.2080624	146.6331439
IOStress	609.6583476	116.6302886
OutlookSync	586.966714	128.398982
