CloudStorage	0.456005072
Compression	0.464002661
Database	0.292001638
Video\Encode	0.556003119
Install	0.060000336
WebSurfing	0.168007854
Wannacry	0.084002709
P2PDown	0.412009622
Data\Wiping	0.072001162
Video\Decode	0.092001260
IOStress	0.108001360
OutlookSync	0.400004753
