CloudStorage	0
Compression	21070767
Database	0
Video\Encode	36069131
Install	0
WebSurfing	0
Wannacry	134029964
P2PDown	0
Data\Wiping	0
Video\Decode	0
IOStress	0
OutlookSync	0
