Wannacry	880.1626093681	184.154196795
CloudStorage	720.474660470278	78.6140516982266
Data\Wiping	724.491285785454	106.694681128
Database	699.144906265052	104.554938038
IOStress	714.332773607479	56.468994505
Compression	840.135467415709	219.632626052303
Video\Encode	805.779464112064	115.993821322
Install	694.114471645545	96.826062811
Video\Decode	749.313080199282	68.358386024
OutlookSync	737.441099335246	50.228188601
P2PDown	727.847594506485	70.287707336
WebSurfing	715.528781126854	84.179857841
