CloudStorage	234.906694003995	70.7245955757225
Compression	243.593921995694	67.8078068415829
Database	271.53305542729	61.313927364
Video\Encode	246.030457011429	59.845330845
Install	253.724220926329	67.606767855
WebSurfing	265.556454286062	64.492282968
Wannacry	259.832578959459	73.670696973
P2PDown	277.836671253057	60.618908220
Data\Wiping	281.433697255676	56.543756779
Video\Decode	291.201945391699	51.631551176
IOStress	259.76696284624	45.061615909
OutlookSync	220.111844277329	36.685308144
